verse_key,clean_verse,tafsir_ibn_kathir
2:142,سيقول السفهاء من الناس ما ولىٰهم عن قبلتهم التى كانوا عليها ۚ قل لله المشرق والمغرب ۚ يهدى من يشاء الىٰ صرٰط مستقيم,Tafsir text placeholder for verse 2:142
2:143,وكذٰلك جعلنـٰكم امة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا ۗ وما جعلنا القبلة التى كنت عليها الا لنعلم من يتبع الرسول ممن ينقلب علىٰ عقبيه ۚ وان كانت لكبيرة الا على الذين هدى الله ۗ وما كان الله ليضيع ايمـٰنكم ۚ ان الله بالناس لرءوف رحيم,Tafsir text placeholder for verse 2:143
2:144,قد نرىٰ تقلب وجهك فى السماء ۖ فلنولينك قبلة ترضىٰها ۚ فول وجهك شطر المسجد الحرام ۚ وحيث ما كنتم فولوا وجوهكم شطره ۗ وان الذين اوتوا الكتـٰب ليعلمون انه الحق من ربهم ۗ وما الله بغـٰفل عما يعملون,Tafsir text placeholder for verse 2:144
2:145,ولئن اتيت الذين اوتوا الكتـٰب بكل ءاية ما تبعوا قبلتك ۚ وما انت بتابع قبلتهم ۚ وما بعضهم بتابع قبلة بعض ۚ ولئن اتبعت اهواءهم من بعد ما جاءك من العلم ۙ انك اذا لمن الظـٰلمين,Tafsir text placeholder for verse 2:145
2:146,الذين ءاتينـٰهم الكتـٰب يعرفونه كما يعرفون ابناءهم ۖ وان فريقا منهم ليكتمون الحق وهم يعلمون,Tafsir text placeholder for verse 2:146
2:147,الحق من ربك ۖ فلا تكونن من الممترين,Tafsir text placeholder for verse 2:147
2:148,ولكل وجهة هو موليها ۖ فاستبقوا الخيرٰت ۚ اين ما تكونوا يات بكم الله جميعا ۚ ان الله علىٰ كل شىء قدير,Tafsir text placeholder for verse 2:148
2:149,ومن حيث خرجت فول وجهك شطر المسجد الحرام ۖ وانه للحق من ربك ۗ وما الله بغـٰفل عما تعملون,Tafsir text placeholder for verse 2:149
2:150,ومن حيث خرجت فول وجهك شطر المسجد الحرام ۚ وحيث ما كنتم فولوا وجوهكم شطره لئلا يكون للناس عليكم حجة الا الذين ظلموا منهم فلا تخشوهم واخشونى ولاتم نعمتى عليكم ولعلكم تهتدون,Tafsir text placeholder for verse 2:150
2:151,كما ارسلنا فيكم رسولا منكم يتلوا عليكم ءايـٰتنا ويزكيكم ويعلمكم الكتـٰب والحكمة ويعلمكم ما لم تكونوا تعلمون,Tafsir text placeholder for verse 2:151
2:152,فاذكرونى اذكركم واشكروا لى ولا تكفرون,Tafsir text placeholder for verse 2:152
2:153,يـٰايها الذين ءامنوا استعينوا بالصبر والصلوٰة ۚ ان الله مع الصـٰبرين,Tafsir text placeholder for verse 2:153
2:154,ولا تقولوا لمن يقتل فى سبيل الله اموٰت ۚ بل احياء ولـٰكن لا تشعرون,Tafsir text placeholder for verse 2:154
2:155,ولنبلونكم بشىء من الخوف والجوع ونقص من الاموٰل والانفس والثمرٰت ۗ وبشر الصـٰبرين,Tafsir text placeholder for verse 2:155
2:156,الذين اذا اصـٰبتهم مصيبة قالوا انا لله وانا اليه رٰجعون,Tafsir text placeholder for verse 2:156
2:157,اولـٰئك عليهم صلوٰت من ربهم ورحمة ۖ واولـٰئك هم المهتدون,Tafsir text placeholder for verse 2:157
2:158,ان الصفا والمروة من شعائر الله ۖ فمن حج البيت او اعتمر فلا جناح عليه ان يطوف بهما ۚ ومن تطوع خيرا فان الله شاكر عليم,Tafsir text placeholder for verse 2:158
2:159,ان الذين يكتمون ما انزلنا من البينـٰت والهدىٰ من بعد ما بينـٰه للناس فى الكتـٰب ۙ اولـٰئك يلعنهم الله ويلعنهم اللـٰعنون,Tafsir text placeholder for verse 2:159
2:160,الا الذين تابوا واصلحوا وبينوا فاولـٰئك اتوب عليهم ۚ وانا التواب الرحيم,Tafsir text placeholder for verse 2:160
2:161,ان الذين كفروا وماتوا وهم كفار اولـٰئك عليهم لعنة الله والملـٰئكة والناس اجمعين,Tafsir text placeholder for verse 2:161
2:162,خـٰلدين فيها ۖ لا يخفف عنهم العذاب ولا هم ينظرون,Tafsir text placeholder for verse 2:162
2:163,والـٰهكم الـٰه وٰحد ۖ لا الـٰه الا هو الرحمـٰن الرحيم,Tafsir text placeholder for verse 2:163
2:164,ان فى خلق السمـٰوٰت والارض واختلـٰف اليل والنهار والفلك التى تجرى فى البحر بما ينفع الناس وما انزل الله من السماء من ماء فاحيا به الارض بعد موتها وبث فيها من كل دابة وتصريف الريـٰح والسحاب المسخر بين السماء والارض لـٔايـٰت لقوم يعقلون,Tafsir text placeholder for verse 2:164
2:165,ومن الناس من يتخذ من دون الله اندادا يحبونهم كحب الله ۖ والذين ءامنوا اشد حبا لله ۗ ولو يرى الذين ظلموا اذ يرون العذاب ان القوة لله جميعا وان الله شديد العذاب,Tafsir text placeholder for verse 2:165
2:166,اذ تبرا الذين اتبعوا من الذين اتبعوا وراوا العذاب وتقطعت بهم الاسباب,Tafsir text placeholder for verse 2:166
2:167,وقال الذين اتبعوا لو ان لنا كرة فنتبرا منهم كما تبرءوا منا ۗ كذٰلك يريهم الله اعمـٰلهم حسرٰت عليهم ۖ وما هم بخـٰرجين من النار,Tafsir text placeholder for verse 2:167
2:168,يـٰايها الناس كلوا مما فى الارض حلـٰلا طيبا ولا تتبعوا خطوٰت الشيطـٰن ۚ انه لكم عدو مبين,Tafsir text placeholder for verse 2:168
2:169,انما يامركم بالسوء والفحشاء وان تقولوا على الله ما لا تعلمون,Tafsir text placeholder for verse 2:169
2:170,واذا قيل لهم اتبعوا ما انزل الله قالوا بل نتبع ما الفينا عليه ءاباءنا ۗ اولو كان ءاباؤهم لا يعقلون شيـٔا ولا يهتدون,Tafsir text placeholder for verse 2:170
2:171,ومثل الذين كفروا كمثل الذى ينعق بما لا يسمع الا دعاء ونداء ۚ صم بكم عمى فهم لا يعقلون,Tafsir text placeholder for verse 2:171
2:172,يـٰايها الذين ءامنوا كلوا من طيبـٰت ما رزقنـٰكم واشكروا لله ان كنتم اياه تعبدون,Tafsir text placeholder for verse 2:172
2:173,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل به لغير الله ۖ فمن اضطر غير باغ ولا عاد فلا اثم عليه ۚ ان الله غفور رحيم,Tafsir text placeholder for verse 2:173
2:174,ان الذين يكتمون ما انزل الله من الكتـٰب ويشترون به ثمنا قليلا ۙ اولـٰئك ما ياكلون فى بطونهم الا النار ولا يكلمهم الله يوم القيـٰمة ولا يزكيهم ولهم عذاب اليم,Tafsir text placeholder for verse 2:174
2:175,اولـٰئك الذين اشتروا الضلـٰلة بالهدىٰ والعذاب بالمغفرة ۚ فما اصبرهم على النار,Tafsir text placeholder for verse 2:175
2:176,ذٰلك بان الله نزل الكتـٰب بالحق ۗ وان الذين اختلفوا فى الكتـٰب لفى شقاق بعيد,Tafsir text placeholder for verse 2:176
2:177,ليس البر ان تولوا وجوهكم قبل المشرق والمغرب ولـٰكن البر من ءامن بالله واليوم الـٔاخر والملـٰئكة والكتـٰب والنبيـۧن وءاتى المال علىٰ حبه ذوى القربىٰ واليتـٰمىٰ والمسـٰكين وابن السبيل والسائلين وفى الرقاب واقام الصلوٰة وءاتى الزكوٰة والموفون بعهدهم اذا عـٰهدوا ۖ والصـٰبرين فى الباساء والضراء وحين الباس ۗ اولـٰئك الذين صدقوا ۖ واولـٰئك هم المتقون,Tafsir text placeholder for verse 2:177
2:178,يـٰايها الذين ءامنوا كتب عليكم القصاص فى القتلى ۖ الحر بالحر والعبد بالعبد والانثىٰ بالانثىٰ ۚ فمن عفى له من اخيه شىء فاتباع بالمعروف واداء اليه باحسـٰن ۗ ذٰلك تخفيف من ربكم ورحمة ۗ فمن اعتدىٰ بعد ذٰلك فله عذاب اليم,Tafsir text placeholder for verse 2:178
2:179,ولكم فى القصاص حيوٰة يـٰاولى الالبـٰب لعلكم تتقون,Tafsir text placeholder for verse 2:179
2:180,كتب عليكم اذا حضر احدكم الموت ان ترك خيرا الوصية للوٰلدين والاقربين بالمعروف ۖ حقا على المتقين,Tafsir text placeholder for verse 2:180
2:181,فمن بدله بعد ما سمعه فانما اثمه على الذين يبدلونه ۚ ان الله سميع عليم,Tafsir text placeholder for verse 2:181
2:182,فمن خاف من موص جنفا او اثما فاصلح بينهم فلا اثم عليه ۚ ان الله غفور رحيم,Tafsir text placeholder for verse 2:182
2:183,يـٰايها الذين ءامنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون,Tafsir text placeholder for verse 2:183
2:184,اياما معدودٰت ۚ فمن كان منكم مريضا او علىٰ سفر فعدة من ايام اخر ۚ وعلى الذين يطيقونه فدية طعام مسكين ۖ فمن تطوع خيرا فهو خير له ۚ وان تصوموا خير لكم ۖ ان كنتم تعلمون,Tafsir text placeholder for verse 2:184
2:185,شهر رمضان الذى انزل فيه القرءان هدى للناس وبينـٰت من الهدىٰ والفرقان ۚ فمن شهد منكم الشهر فليصمه ۖ ومن كان مريضا او علىٰ سفر فعدة من ايام اخر ۗ يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله علىٰ ما هدىٰكم ولعلكم تشكرون,Tafsir text placeholder for verse 2:185
2:186,واذا سالك عبادى عنى فانى قريب ۖ اجيب دعوة الداع اذا دعان ۖ فليستجيبوا لى وليؤمنوا بى لعلهم يرشدون,Tafsir text placeholder for verse 2:186
2:187,احل لكم ليلة الصيام الرفث الىٰ نسائكم ۚ هن لباس لكم وانتم لباس لهن ۗ علم الله انكم كنتم تختانون انفسكم فتاب عليكم وعفا عنكم ۖ فالـٔـٰن بـٰشروهن وابتغوا ما كتب الله لكم ۚ وكلوا واشربوا حتىٰ يتبين لكم الخيط الابيض من الخيط الاسود من الفجر ۖ ثم اتموا الصيام الى اليل ۚ ولا تبـٰشروهن وانتم عـٰكفون فى المسـٰجد ۗ تلك حدود الله فلا تقربوها ۗ كذٰلك يبين الله ءايـٰته للناس لعلهم يتقون,Tafsir text placeholder for verse 2:187
2:188,ولا تاكلوا اموٰلكم بينكم بالبـٰطل وتدلوا بها الى الحكام لتاكلوا فريقا من اموٰل الناس بالاثم وانتم تعلمون,Tafsir text placeholder for verse 2:188
2:189,يسـٔلونك عن الاهلة ۖ قل هى موٰقيت للناس والحج ۗ وليس البر بان تاتوا البيوت من ظهورها ولـٰكن البر من اتقىٰ ۗ واتوا البيوت من ابوٰبها ۚ واتقوا الله لعلكم تفلحون,Tafsir text placeholder for verse 2:189
2:190,وقـٰتلوا فى سبيل الله الذين يقـٰتلونكم ولا تعتدوا ۚ ان الله لا يحب المعتدين,Tafsir text placeholder for verse 2:190
2:191,واقتلوهم حيث ثقفتموهم واخرجوهم من حيث اخرجوكم ۚ والفتنة اشد من القتل ۚ ولا تقـٰتلوهم عند المسجد الحرام حتىٰ يقـٰتلوكم فيه ۖ فان قـٰتلوكم فاقتلوهم ۗ كذٰلك جزاء الكـٰفرين,Tafsir text placeholder for verse 2:191
