verse_key,text_original,clean_verse
2:73,فَقُلنَا اضرِبوهُ بِبَعضِها ۚ كَذٰلِكَ يُحىِ اللَّهُ المَوتىٰ وَيُريكُم ءايـٰتِهِ لَعَلَّكُم تَعقِلونَ,فقلنا اضربوه ببعضها ۚ كذٰلك يحى الله الموتىٰ ويريكم ءايـٰته لعلكم تعقلون
2:74,ثُمَّ قَسَت قُلوبُكُم مِن بَعدِ ذٰلِكَ فَهِىَ كَالحِجارَةِ أَو أَشَدُّ قَسوَةً ۚ وَإِنَّ مِنَ الحِجارَةِ لَما يَتَفَجَّرُ مِنهُ الأَنهـٰرُ ۚ وَإِنَّ مِنها لَما يَشَّقَّقُ فَيَخرُجُ مِنهُ الماءُ ۚ وَإِنَّ مِنها لَما يَهبِطُ مِن خَشيَةِ اللَّهِ ۗ وَمَا اللَّهُ بِغـٰفِلٍ عَمّا تَعمَلونَ,ثم قست قلوبكم من بعد ذٰلك فهى كالحجارة او اشد قسوة ۚ وان من الحجارة لما يتفجر منه الانهـٰر ۚ وان منها لما يشقق فيخرج منه الماء ۚ وان منها لما يهبط من خشية الله ۗ وما الله بغـٰفل عما تعملون
2:75,أَفَتَطمَعونَ أَن يُؤمِنوا لَكُم وَقَد كانَ فَريقٌ مِنهُم يَسمَعونَ كَلـٰمَ اللَّهِ ثُمَّ يُحَرِّفونَهُ مِن بَعدِ ما عَقَلوهُ وَهُم يَعلَمونَ,افتطمعون ان يؤمنوا لكم وقد كان فريق منهم يسمعون كلـٰم الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون
2:76,وَإِذا لَقُوا الَّذينَ ءامَنوا قالوا ءامَنّا وَإِذا خَلا بَعضُهُم إِلىٰ بَعضٍ قالوا أَتُحَدِّثونَهُم بِما فَتَحَ اللَّهُ عَلَيكُم لِيُحاجّوكُم بِهِ عِندَ رَبِّكُم ۚ أَفَلا تَعقِلونَ,واذا لقوا الذين ءامنوا قالوا ءامنا واذا خلا بعضهم الىٰ بعض قالوا اتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ افلا تعقلون
2:77,أَوَلا يَعلَمونَ أَنَّ اللَّهَ يَعلَمُ ما يُسِرّونَ وَما يُعلِنونَ,اولا يعلمون ان الله يعلم ما يسرون وما يعلنون
2:78,وَمِنهُم أُمِّيّونَ لا يَعلَمونَ الكِتـٰبَ إِلّا أَمانِىَّ وَإِن هُم إِلّا يَظُنّونَ,ومنهم اميون لا يعلمون الكتـٰب الا امانى وان هم الا يظنون
2:79,فَوَيلٌ لِلَّذينَ يَكتُبونَ الكِتـٰبَ بِأَيديهِم ثُمَّ يَقولونَ هـٰذا مِن عِندِ اللَّهِ لِيَشتَروا بِهِ ثَمَنًا قَليلًا ۖ فَوَيلٌ لَهُم مِمّا كَتَبَت أَيديهِم وَوَيلٌ لَهُم مِمّا يَكسِبونَ,فويل للذين يكتبون الكتـٰب بايديهم ثم يقولون هـٰذا من عند الله ليشتروا به ثمنا قليلا ۖ فويل لهم مما كتبت ايديهم وويل لهم مما يكسبون
2:80,وَقالوا لَن تَمَسَّنَا النّارُ إِلّا أَيّامًا مَعدودَةً ۚ قُل أَتَّخَذتُم عِندَ اللَّهِ عَهدًا فَلَن يُخلِفَ اللَّهُ عَهدَهُ ۖ أَم تَقولونَ عَلَى اللَّهِ ما لا تَعلَمونَ,وقالوا لن تمسنا النار الا اياما معدودة ۚ قل اتخذتم عند الله عهدا فلن يخلف الله عهده ۖ ام تقولون على الله ما لا تعلمون
2:81,بَلىٰ مَن كَسَبَ سَيِّئَةً وَأَحـٰطَت بِهِ خَطيـَٔتُهُ فَأُولـٰئِكَ أَصحـٰبُ النّارِ ۖ هُم فيها خـٰلِدونَ,بلىٰ من كسب سيئة واحـٰطت به خطيـٔته فاولـٰئك اصحـٰب النار ۖ هم فيها خـٰلدون
2:82,وَالَّذينَ ءامَنوا وَعَمِلُوا الصّـٰلِحـٰتِ أُولـٰئِكَ أَصحـٰبُ الجَنَّةِ ۖ هُم فيها خـٰلِدونَ,والذين ءامنوا وعملوا الصـٰلحـٰت اولـٰئك اصحـٰب الجنة ۖ هم فيها خـٰلدون
2:83,وَإِذ أَخَذنا ميثـٰقَ بَنى إِسرٰءيلَ لا تَعبُدونَ إِلَّا اللَّهَ وَبِالوٰلِدَينِ إِحسانًا وَذِى القُربىٰ وَاليَتـٰمىٰ وَالمَسـٰكينِ وَقولوا لِلنّاسِ حُسنًا وَأَقيمُوا الصَّلوٰةَ وَءاتُوا الزَّكوٰةَ ثُمَّ تَوَلَّيتُم إِلّا قَليلًا مِنكُم وَأَنتُم مُعرِضونَ,واذ اخذنا ميثـٰق بنى اسرٰءيل لا تعبدون الا الله وبالوٰلدين احسانا وذى القربىٰ واليتـٰمىٰ والمسـٰكين وقولوا للناس حسنا واقيموا الصلوٰة وءاتوا الزكوٰة ثم توليتم الا قليلا منكم وانتم معرضون
2:84,وَإِذ أَخَذنا ميثـٰقَكُم لا تَسفِكونَ دِماءَكُم وَلا تُخرِجونَ أَنفُسَكُم مِن دِيـٰرِكُم ثُمَّ أَقرَرتُم وَأَنتُم تَشهَدونَ,واذ اخذنا ميثـٰقكم لا تسفكون دماءكم ولا تخرجون انفسكم من ديـٰركم ثم اقررتم وانتم تشهدون
2:85,ثُمَّ أَنتُم هـٰؤُلاءِ تَقتُلونَ أَنفُسَكُم وَتُخرِجونَ فَريقًا مِنكُم مِن دِيـٰرِهِم تَظـٰهَرونَ عَلَيهِم بِالإِثمِ وَالعُدوٰنِ وَإِن يَأتوكُم أُسـٰرىٰ تُفـٰدوهُم وَهُوَ مُحَرَّمٌ عَلَيكُم إِخراجُهُم ۚ أَفَتُؤمِنونَ بِبَعضِ الكِتـٰبِ وَتَكفُرونَ بِبَعضٍ ۚ فَما جَزاءُ مَن يَفعَلُ ذٰلِكَ مِنكُم إِلّا خِزىٌ فِى الحَيوٰةِ الدُّنيا ۖ وَيَومَ القِيـٰمَةِ يُرَدّونَ إِلىٰ أَشَدِّ العَذابِ ۗ وَمَا اللَّهُ بِغـٰفِلٍ عَمّا تَعمَلونَ,ثم انتم هـٰؤلاء تقتلون انفسكم وتخرجون فريقا منكم من ديـٰرهم تظـٰهرون عليهم بالاثم والعدوٰن وان ياتوكم اسـٰرىٰ تفـٰدوهم وهو محرم عليكم اخراجهم ۚ افتؤمنون ببعض الكتـٰب وتكفرون ببعض ۚ فما جزاء من يفعل ذٰلك منكم الا خزى فى الحيوٰة الدنيا ۖ ويوم القيـٰمة يردون الىٰ اشد العذاب ۗ وما الله بغـٰفل عما تعملون
2:86,أُولـٰئِكَ الَّذينَ اشتَرَوُا الحَيوٰةَ الدُّنيا بِالـٔاخِرَةِ ۖ فَلا يُخَفَّفُ عَنهُمُ العَذابُ وَلا هُم يُنصَرونَ,اولـٰئك الذين اشتروا الحيوٰة الدنيا بالـٔاخرة ۖ فلا يخفف عنهم العذاب ولا هم ينصرون
2:87,وَلَقَد ءاتَينا موسَى الكِتـٰبَ وَقَفَّينا مِن بَعدِهِ بِالرُّسُلِ ۖ وَءاتَينا عيسَى ابنَ مَريَمَ البَيِّنـٰتِ وَأَيَّدنـٰهُ بِروحِ القُدُسِ ۗ أَفَكُلَّما جاءَكُم رَسولٌ بِما لا تَهوىٰ أَنفُسُكُمُ استَكبَرتُم فَفَريقًا كَذَّبتُم وَفَريقًا تَقتُلونَ,ولقد ءاتينا موسى الكتـٰب وقفينا من بعده بالرسل ۖ وءاتينا عيسى ابن مريم البينـٰت وايدنـٰه بروح القدس ۗ افكلما جاءكم رسول بما لا تهوىٰ انفسكم استكبرتم ففريقا كذبتم وفريقا تقتلون
2:88,وَقالوا قُلوبُنا غُلفٌ ۚ بَل لَعَنَهُمُ اللَّهُ بِكُفرِهِم فَقَليلًا ما يُؤمِنونَ,وقالوا قلوبنا غلف ۚ بل لعنهم الله بكفرهم فقليلا ما يؤمنون
2:89,وَلَمّا جاءَهُم كِتـٰبٌ مِن عِندِ اللَّهِ مُصَدِّقٌ لِما مَعَهُم وَكانوا مِن قَبلُ يَستَفتِحونَ عَلَى الَّذينَ كَفَروا فَلَمّا جاءَهُم ما عَرَفوا كَفَروا بِهِ ۚ فَلَعنَةُ اللَّهِ عَلَى الكـٰفِرينَ,ولما جاءهم كتـٰب من عند الله مصدق لما معهم وكانوا من قبل يستفتحون على الذين كفروا فلما جاءهم ما عرفوا كفروا به ۚ فلعنة الله على الكـٰفرين
2:90,بِئسَمَا اشتَرَوا بِهِ أَنفُسَهُم أَن يَكفُروا بِما أَنزَلَ اللَّهُ بَغيًا أَن يُنَزِّلَ اللَّهُ مِن فَضلِهِ عَلىٰ مَن يَشاءُ مِن عِبادِهِ ۖ فَباءو بِغَضَبٍ عَلىٰ غَضَبٍ ۚ وَلِلكـٰفِرينَ عَذابٌ مُهينٌ,بئسما اشتروا به انفسهم ان يكفروا بما انزل الله بغيا ان ينزل الله من فضله علىٰ من يشاء من عباده ۖ فباءو بغضب علىٰ غضب ۚ وللكـٰفرين عذاب مهين
2:91,وَإِذا قيلَ لَهُم ءامِنوا بِما أَنزَلَ اللَّهُ قالوا نُؤمِنُ بِما أُنزِلَ عَلَينا وَيَكفُرونَ بِما وَراءَهُ وَهُوَ الحَقُّ مُصَدِّقًا لِما مَعَهُم ۗ قُل فَلِمَ تَقتُلونَ أَنبِياءَ اللَّهِ مِن قَبلُ إِن كُنتُم مُؤمِنينَ,واذا قيل لهم ءامنوا بما انزل الله قالوا نؤمن بما انزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم ۗ قل فلم تقتلون انبياء الله من قبل ان كنتم مؤمنين
2:92,وَلَقَد جاءَكُم موسىٰ بِالبَيِّنـٰتِ ثُمَّ اتَّخَذتُمُ العِجلَ مِن بَعدِهِ وَأَنتُم ظـٰلِمونَ,ولقد جاءكم موسىٰ بالبينـٰت ثم اتخذتم العجل من بعده وانتم ظـٰلمون
2:93,وَإِذ أَخَذنا ميثـٰقَكُم وَرَفَعنا فَوقَكُمُ الطّورَ خُذوا ما ءاتَينـٰكُم بِقُوَّةٍ وَاسمَعوا ۖ قالوا سَمِعنا وَعَصَينا وَأُشرِبوا فى قُلوبِهِمُ العِجلَ بِكُفرِهِم ۚ قُل بِئسَما يَأمُرُكُم بِهِ إيمـٰنُكُم إِن كُنتُم مُؤمِنينَ,واذ اخذنا ميثـٰقكم ورفعنا فوقكم الطور خذوا ما ءاتينـٰكم بقوة واسمعوا ۖ قالوا سمعنا وعصينا واشربوا فى قلوبهم العجل بكفرهم ۚ قل بئسما يامركم به ايمـٰنكم ان كنتم مؤمنين
2:94,قُل إِن كانَت لَكُمُ الدّارُ الـٔاخِرَةُ عِندَ اللَّهِ خالِصَةً مِن دونِ النّاسِ فَتَمَنَّوُا المَوتَ إِن كُنتُم صـٰدِقينَ,قل ان كانت لكم الدار الـٔاخرة عند الله خالصة من دون الناس فتمنوا الموت ان كنتم صـٰدقين
2:95,وَلَن يَتَمَنَّوهُ أَبَدًا بِما قَدَّمَت أَيديهِم ۗ وَاللَّهُ عَليمٌ بِالظّـٰلِمينَ,ولن يتمنوه ابدا بما قدمت ايديهم ۗ والله عليم بالظـٰلمين
2:96,وَلَتَجِدَنَّهُم أَحرَصَ النّاسِ عَلىٰ حَيوٰةٍ وَمِنَ الَّذينَ أَشرَكوا ۚ يَوَدُّ أَحَدُهُم لَو يُعَمَّرُ أَلفَ سَنَةٍ وَما هُوَ بِمُزَحزِحِهِ مِنَ العَذابِ أَن يُعَمَّرَ ۗ وَاللَّهُ بَصيرٌ بِما يَعمَلونَ,ولتجدنهم احرص الناس علىٰ حيوٰة ومن الذين اشركوا ۚ يود احدهم لو يعمر الف سنة وما هو بمزحزحه من العذاب ان يعمر ۗ والله بصير بما يعملون
2:97,قُل مَن كانَ عَدُوًّا لِجِبريلَ فَإِنَّهُ نَزَّلَهُ عَلىٰ قَلبِكَ بِإِذنِ اللَّهِ مُصَدِّقًا لِما بَينَ يَدَيهِ وَهُدًى وَبُشرىٰ لِلمُؤمِنينَ,قل من كان عدوا لجبريل فانه نزله علىٰ قلبك باذن الله مصدقا لما بين يديه وهدى وبشرىٰ للمؤمنين
2:98,مَن كانَ عَدُوًّا لِلَّهِ وَمَلـٰئِكَتِهِ وَرُسُلِهِ وَجِبريلَ وَميكىٰلَ فَإِنَّ اللَّهَ عَدُوٌّ لِلكـٰفِرينَ,من كان عدوا لله وملـٰئكته ورسله وجبريل وميكىٰل فان الله عدو للكـٰفرين
2:99,وَلَقَد أَنزَلنا إِلَيكَ ءايـٰتٍ بَيِّنـٰتٍ ۖ وَما يَكفُرُ بِها إِلَّا الفـٰسِقونَ,ولقد انزلنا اليك ءايـٰت بينـٰت ۖ وما يكفر بها الا الفـٰسقون
2:100,أَوَكُلَّما عـٰهَدوا عَهدًا نَبَذَهُ فَريقٌ مِنهُم ۚ بَل أَكثَرُهُم لا يُؤمِنونَ,اوكلما عـٰهدوا عهدا نبذه فريق منهم ۚ بل اكثرهم لا يؤمنون
2:101,وَلَمّا جاءَهُم رَسولٌ مِن عِندِ اللَّهِ مُصَدِّقٌ لِما مَعَهُم نَبَذَ فَريقٌ مِنَ الَّذينَ أوتُوا الكِتـٰبَ كِتـٰبَ اللَّهِ وَراءَ ظُهورِهِم كَأَنَّهُم لا يَعلَمونَ,ولما جاءهم رسول من عند الله مصدق لما معهم نبذ فريق من الذين اوتوا الكتـٰب كتـٰب الله وراء ظهورهم كانهم لا يعلمون
2:102,وَاتَّبَعوا ما تَتلُوا الشَّيـٰطينُ عَلىٰ مُلكِ سُلَيمـٰنَ ۖ وَما كَفَرَ سُلَيمـٰنُ وَلـٰكِنَّ الشَّيـٰطينَ كَفَروا يُعَلِّمونَ النّاسَ السِّحرَ وَما أُنزِلَ عَلَى المَلَكَينِ بِبابِلَ هـٰروتَ وَمـٰروتَ ۚ وَما يُعَلِّمانِ مِن أَحَدٍ حَتّىٰ يَقولا إِنَّما نَحنُ فِتنَةٌ فَلا تَكفُر ۖ فَيَتَعَلَّمونَ مِنهُما ما يُفَرِّقونَ بِهِ بَينَ المَرءِ وَزَوجِهِ ۚ وَما هُم بِضارّينَ بِهِ مِن أَحَدٍ إِلّا بِإِذنِ اللَّهِ ۚ وَيَتَعَلَّمونَ ما يَضُرُّهُم وَلا يَنفَعُهُم ۚ وَلَقَد عَلِموا لَمَنِ اشتَرىٰهُ ما لَهُ فِى الـٔاخِرَةِ مِن خَلـٰقٍ ۚ وَلَبِئسَ ما شَرَوا بِهِ أَنفُسَهُم ۚ لَو كانوا يَعلَمونَ,واتبعوا ما تتلوا الشيـٰطين علىٰ ملك سليمـٰن ۖ وما كفر سليمـٰن ولـٰكن الشيـٰطين كفروا يعلمون الناس السحر وما انزل على الملكين ببابل هـٰروت ومـٰروت ۚ وما يعلمان من احد حتىٰ يقولا انما نحن فتنة فلا تكفر ۖ فيتعلمون منهما ما يفرقون به بين المرء وزوجه ۚ وما هم بضارين به من احد الا باذن الله ۚ ويتعلمون ما يضرهم ولا ينفعهم ۚ ولقد علموا لمن اشترىٰه ما له فى الـٔاخرة من خلـٰق ۚ ولبئس ما شروا به انفسهم ۚ لو كانوا يعلمون
